t,x(t),v(t),p(t),eKin(t),eSpr(t), a(t), F_Feder(t)
0.3589989,-2.261343,3.938236,39.38237,77.54853,0,9.061098,90.45372
0.3599989,-2.257396,3.947282,39.47282,77.90517,0,9.045362,90.29583
0.3609989,-2.253439,3.956311,39.56311,78.262,0,9.029627,90.13757
0.3619989,-2.249474,3.965325,39.65325,78.61902,0,9.013653,89.97896
0.3629989,-2.2455,3.974323,39.74323,78.97622,0,8.997917,89.81998
0.3639989,-2.241516,3.983305,39.83305,79.33359,0,8.981943,89.66065
0.3649988,-2.237524,3.992271,39.92271,79.69114,0,8.965969,89.50096
0.3659988,-2.233523,4.001221,40.01221,80.04886,0,8.950233,89.34091
0.3669988,-2.229513,4.010155,40.10155,80.40672,0,8.934021,89.18051
0.3679988,-2.225494,4.019073,40.19073,80.76476,0,8.918285,89.01974
0.3689988,-2.221466,4.027976,40.27975,81.12293,0,8.902073,88.85863
0.3699988,-2.217429,4.036861,40.36861,81.48125,0,8.88586,88.69714
0.3709988,-2.213383,4.045731,40.45731,81.83969,0,8.869648,88.53532
0.3719988,-2.209328,4.054585,40.54585,82.19827,0,8.853436,88.37314
0.3729987,-2.205265,4.063422,40.63422,82.55698,0,8.837223,88.2106
0.3739987,-2.201193,4.072243,40.72243,82.9158,0,8.821011,88.04771
0.3749987,-2.197112,4.081048,40.81047,83.27475,0,8.804798,87.88448
0.3759987,-2.193022,4.089836,40.89836,83.6338,0,8.788586,87.72088
0.3769987,-2.188923,4.098608,40.98608,83.99294,0,8.771896,87.55693
0.3779987,-2.184816,4.107364,41.07364,84.35218,0,8.755684,87.39264
0.3789987,-2.1807,4.116103,41.16103,84.71152,0,8.739471,87.228
0.3799987,-2.176575,4.124826,41.24826,85.07095,0,8.722782,87.063
0.3809986,-2.172441,4.133532,41.33532,85.43044,0,8.706093,86.89766
0.3819986,-2.168299,4.142222,41.42222,85.79002,0,8.68988,86.73196
0.3829986,-2.164148,4.150895,41.50895,86.14966,0,8.673191,86.56593
0.3839986,-2.159989,4.159552,41.59552,86.50935,0,8.656502,86.39955
0.3849986,-2.155821,4.168191,41.68192,86.86909,0,8.639812,86.23283
0.3859986,-2.151644,4.176815,41.76815,87.2289,0,8.623123,86.06575
0.3869986,-2.147458,4.185421,41.85421,87.58875,0,8.606434,85.89833
0.3879986,-2.143264,4.194011,41.94011,87.94862,0,8.589745,85.73058
0.3889985,-2.139062,4.202584,42.02584,88.30856,0,8.573055,85.56247
0.3899985,-2.134851,4.21114,42.1114,88.66851,0,8.556366,85.39402
0.3909985,-2.130631,4.219679,42.19679,89.02847,0,8.5392,85.22523
0.3919985,-2.126403,4.228202,42.28202,89.38846,0,8.522511,85.05611
0.3929985,-2.122166,4.236708,42.36708,89.74846,0,8.505821,84.88663
0.3939985,-2.117921,4.245196,42.45197,90.10846,0,8.488655,84.71683
0.3949985,-2.113667,4.253668,42.53668,90.46845,0,8.471489,84.54668
0.3959984,-2.109405,4.262123,42.62123,90.82845,0,8.4548,84.37619
0.3969984,-2.105134,4.27056,42.7056,91.18842,0,8.437634,84.20537
0.3979984,-2.100855,4.278981,42.78981,91.54838,0,8.420467,84.03421
0.3989984,-2.096568,4.287384,42.87384,91.90831,0,8.403301,83.86272
0.3999984,-2.092272,4.29577,42.9577,92.26821,0,8.386135,83.69088
0.4009984,-2.087968,4.304139,43.04139,92.62807,0,8.368969,83.51871
0.4019984,-2.083655,4.312491,43.12491,92.98789,0,8.351803,83.34621
0.4029984,-2.079334,4.320826,43.20826,93.34766,0,8.334637,83.17338
0.4039983,-2.075005,4.329143,43.29143,93.7074,0,8.317471,83.00021
0.4049983,-2.070668,4.337443,43.37443,94.06705,0,8.299828,82.82671
0.4059983,-2.066322,4.345726,43.45726,94.42665,0,8.282661,82.65289
0.4069983,-2.061968,4.353991,43.53991,94.78619,0,8.265495,82.47872
0.4079983,-2.057606,4.362239,43.62239,95.14565,0,8.247852,82.30423
0.4089983,-2.053235,4.370469,43.70469,95.505,0,8.230209,82.12941
0.4099983,-2.048856,4.378682,43.78682,95.86429,0,8.213043,81.95426
0.4109983,-2.04447,4.386878,43.86877,96.22346,0,8.1954,81.77879
0.4119982,-2.040075,4.395055,43.95055,96.58256,0,8.177757,81.60298
0.4129982,-2.035671,4.403215,44.03215,96.94153,0,8.160114,81.42686
0.4139982,-2.03126,4.411358,44.11358,97.3004,0,8.142471,81.2504
0.4149982,-2.02684,4.419483,44.19483,97.65914,0,8.124828,81.07362
0.4159982,-2.022413,4.42759,44.2759,98.01776,0,8.107185,80.89651
0.4169982,-2.017977,4.435679,44.3568,98.37627,0,8.089542,80.71908
0.4179982,-2.013533,4.443751,44.43752,98.73463,0,8.071899,80.54134
0.4189982,-2.009082,4.451806,44.51805,99.09286,0,8.054256,80.36327
0.4199981,-2.004622,4.459842,44.59842,99.45094,0,8.036137,80.18487
0.4209981,-2.000154,4.46786,44.6786,99.80888,0,8.018494,80.00615
0.4219981,-1.995678,4.475861,44.75861,100.1667,0,8.000851,79.82712
0.4229981,-1.991194,4.483844,44.83844,100.5243,0,7.98273,79.64777
0.4239981,-1.986702,4.491808,44.91808,100.8817,0,7.964611,79.46809
0.4249981,-1.982203,4.499755,44.99755,101.239,0,7.946968,79.2881
0.4259981,-1.977695,4.507684,45.07684,101.5961,0,7.928848,79.1078
0.426998,-1.973179,4.515595,45.15595,101.953,0,7.910728,78.92717
0.427998,-1.968656,4.523488,45.23487,102.3097,0,7.892608,78.74623
0.428998,-1.964124,4.531362,45.31362,102.6662,0,7.874488,78.56497
0.429998,-1.959585,4.539218,45.39219,103.0225,0,7.856369,78.3834
0.430998,-1.955038,4.547057,45.47057,103.3786,0,7.838249,78.20152
0.431998,-1.950483,4.554877,45.54877,103.7345,0,7.820129,78.01933
0.432998,-1.94592,4.562679,45.62679,104.0902,0,7.802009,77.83682
0.433998,-1.94135,4.570463,45.70463,104.4456,0,7.783889,77.654
0.4349979,-1.936772,4.578228,45.78228,104.8009,0,7.765293,77.47087
0.4359979,-1.932186,4.585975,45.85975,105.1558,0,7.747173,77.28743
0.4369979,-1.927592,4.593704,45.93704,105.5106,0,7.728576,77.10368
0.4379979,-1.922991,4.601414,46.01414,105.8651,0,7.710456,76.91962
0.4389979,-1.918382,4.609106,46.09106,106.2193,0,7.69186,76.73526
0.4399979,-1.913765,4.61678,46.1678,106.5733,0,7.67374,76.55059
0.4409979,-1.90914,4.624435,46.24435,106.927,0,7.655143,76.36562
0.4419979,-1.904508,4.632071,46.32072,107.2804,0,7.636547,76.18033
0.4429978,-1.899868,4.639689,46.3969,107.6336,0,7.61795,75.99474
0.4439978,-1.895221,4.647289,46.47289,107.9865,0,7.599353,75.80885
0.4449978,-1.890566,4.65487,46.54869,108.3391,0,7.580757,75.62265
0.4459978,-1.885904,4.662432,46.62432,108.6913,0,7.56216,75.43616
0.4469978,-1.881234,4.669975,46.69975,109.0434,0,7.543563,75.24936
0.4479978,-1.876556,4.6775,46.775,109.3951,0,7.524967,75.06226
0.4489978,-1.871871,4.685007,46.85007,109.7464,0,7.50637,74.87486
0.4499978,-1.867179,4.692494,46.92494,110.0975,0,7.487297,74.68716
0.4509977,-1.862479,4.699963,46.99963,110.4482,0,7.4687,74.49916
0.4519977,-1.857772,4.707413,47.07413,110.7987,0,7.450103,74.31086
0.4529977,-1.853057,4.714844,47.14844,111.1488,0,7.43103,74.12227
0.4539977,-1.848334,4.722256,47.22256,111.4985,0,7.412433,73.93338
0.4549977,-1.843605,4.72965,47.29649,111.8479,0,7.39336,73.74419
0.4559977,-1.838868,4.737024,47.37024,112.197,0,7.374286,73.55471
0.4569977,-1.834123,4.74438,47.44379,112.5457,0,7.35569,73.36494
0.4579976,-1.829372,4.751716,47.51716,112.894,0,7.336616,73.17487
0.4589976,-1.824613,4.759034,47.59034,113.242,0,7.317543,72.9845
0.4599976,-1.819846,4.766332,47.66332,113.5896,0,7.298469,72.79385
0.4609976,-1.815073,4.773612,47.73611,113.9368,0,7.279396,72.60291
0.4619976,-1.810292,4.780872,47.80872,114.2837,0,7.260322,72.41167
0.4629976,-1.805504,4.788113,47.88113,114.6301,0,7.241249,72.22015
0.4639976,-1.800708,4.795335,47.95335,114.9762,0,7.222175,72.02834
0.4649976,-1.795906,4.802538,48.02538,115.3219,0,7.202625,71.83623
0.4659975,-1.791096,4.809721,48.09721,115.6671,0,7.183551,71.64384
0.4669975,-1.786279,4.816886,48.16886,116.012,0,7.164478,71.45116
0.4679975,-1.781455,4.824031,48.24031,116.3564,0,7.144928,71.2582
0.4689975,-1.776624,4.831157,48.31157,116.7004,0,7.125854,71.06496
0.4699975,-1.771786,4.838263,48.38263,117.0439,0,7.106304,70.87142
0.4709975,-1.76694,4.84535,48.4535,117.3871,0,7.08723,70.67761
0.4719975,-1.762088,4.852418,48.52418,117.7298,0,7.06768,70.48351
0.4729975,-1.757228,4.859466,48.59466,118.0721,0,7.04813,70.28914
0.4739974,-1.752362,4.866495,48.66495,118.4139,0,7.029056,70.09447
0.4749974,-1.747488,4.873505,48.73505,118.7552,0,7.009506,69.89954
0.4759974,-1.742608,4.880495,48.80495,119.0961,0,6.989955,69.70432
0.4769974,-1.73772,4.887465,48.87465,119.4366,0,6.970405,69.50881
0.4779974,-1.732826,4.894416,48.94416,119.7765,0,6.950855,69.31304
0.4789974,-1.727925,4.901347,49.01347,120.116,0,6.931304,69.11699
0.4799974,-1.723017,4.908259,49.08259,120.455,0,6.911754,68.92066
0.4809974,-1.718101,4.915151,49.15151,120.7935,0,6.892204,68.72405
0.4819973,-1.713179,4.922023,49.22023,121.1316,0,6.872177,68.52718
0.4829973,-1.708251,4.928876,49.28876,121.4691,0,6.852626,68.33002
0.4839973,-1.703315,4.935709,49.35709,121.8061,0,6.833076,68.13259
0.4849973,-1.698372,4.942522,49.42522,122.1426,0,6.813049,67.93489
0.4859973,-1.693423,4.949316,49.49316,122.4786,0,6.793499,67.73692
0.4869973,-1.688467,4.956089,49.56089,122.8141,0,6.773471,67.53867
0.4879973,-1.683504,4.962843,49.62843,123.149,0,6.753921,67.34016
0.4889973,-1.678534,4.969577,49.69577,123.4835,0,6.733894,67.14137
0.4899972,-1.673558,4.976291,49.76291,123.8174,0,6.714344,66.94232
0.4909972,-1.668575,4.982985,49.82986,124.1507,0,6.694316,66.743
0.4919972,-1.663586,4.98966,49.8966,124.4835,0,6.674289,66.54342
0.4929972,-1.658589,4.996314,49.96314,124.8158,0,6.654262,66.34357
0.4939972,-1.653586,5.002948,50.02948,125.1475,0,6.634235,66.14345
0.4949972,-1.648577,5.009562,50.09563,125.4786,0,6.614208,65.94307
0.4959972,-1.643561,5.016157,50.16157,125.8091,0,6.594181,65.74242
0.4969971,-1.638538,5.022731,50.22731,126.1391,0,6.574153,65.54151
0.4979971,-1.633508,5.029285,50.29285,126.4685,0,6.554126,65.34034
0.4989971,-1.628473,5.035819,50.35819,126.7974,0,6.534099,65.1389
0.4999971,-1.62343,5.042333,50.42333,127.1256,0,6.514072,64.93721
0.5009971,-1.618381,5.048827,50.48827,127.4532,0,6.493568,64.73525
0.5019971,-1.613326,5.0553,50.553,127.7803,0,6.473541,64.53304
0.5029971,-1.608264,5.061754,50.61754,128.1068,0,6.453514,64.33057
0.5039971,-1.603196,5.068187,50.68187,128.4326,0,6.43301,64.12785
0.5049971,-1.598122,5.0746,50.746,128.7578,0,6.412982,63.92486
0.5059971,-1.593041,5.080992,50.80992,129.0824,0,6.392478,63.72162
0.506997,-1.587953,5.087364,50.87364,129.4064,0,6.371974,63.51813
0.507997,-1.58286,5.093716,50.93716,129.7297,0,6.351947,63.31438
0.508997,-1.57776,5.100048,51.00048,130.0524,0,6.331443,63.11038
0.509997,-1.572653,5.106359,51.06358,130.3745,0,6.310939,62.90613
0.510997,-1.567541,5.112649,51.12649,130.6959,0,6.290435,62.70162
0.511997,-1.562422,5.118919,51.18919,131.0167,0,6.269931,62.49686
0.512997,-1.557296,5.125169,51.25169,131.3368,0,6.249904,62.29185
0.513997,-1.552165,5.131398,51.31398,131.6562,0,6.2294,62.0866
0.5149969,-1.547027,5.137607,51.37607,131.975,0,6.208896,61.8811
0.5159969,-1.541884,5.143795,51.43795,132.2931,0,6.187915,61.67535
0.5169969,-1.536734,5.149962,51.49963,132.6106,0,6.167411,61.46935
0.5179969,-1.531578,5.156109,51.56109,132.9273,0,6.146907,61.2631
0.5189969,-1.526415,5.162236,51.62236,133.2434,0,6.126403,61.05661
0.5199969,-1.521247,5.168342,51.68342,133.5588,0,6.105899,60.84988
0.5209969,-1.516073,5.174427,51.74427,133.8735,0,6.084918,60.64291
0.5219969,-1.510892,5.180491,51.80491,134.1874,0,6.064415,60.43568
0.5229968,-1.505706,5.186534,51.86535,134.5007,0,6.043434,60.22823
0.5239968,-1.500513,5.192557,51.92558,134.8133,0,6.02293,60.02052
0.5249968,-1.495314,5.198559,51.98559,135.1251,0,6.001949,59.81258
0.5259968,-1.49011,5.204541,52.04541,135.4362,0,5.981445,59.6044
0.5269968,-1.484899,5.210501,52.10501,135.7466,0,5.960464,59.39598
0.5279968,-1.479683,5.216441,52.16441,136.0563,0,5.939483,59.18732
0.5289968,-1.474461,5.222359,52.22359,136.3652,0,5.918502,58.97842
0.5299968,-1.469232,5.228257,52.28257,136.6734,0,5.897998,58.76929
0.5309967,-1.463998,5.234134,52.34134,136.9808,0,5.877017,58.55993
0.5319967,-1.458758,5.23999,52.3999,137.2875,0,5.856037,58.35033
0.5329967,-1.453512,5.245825,52.45825,137.5934,0,5.835056,58.1405
0.5339967,-1.448261,5.251639,52.5164,137.8986,0,5.814075,57.93043
0.5349967,-1.443003,5.257432,52.57433,138.203,0,5.793094,57.72013
0.5359967,-1.43774,5.263205,52.63205,138.5066,0,5.772113,57.50961
0.5369967,-1.432471,5.268956,52.68956,138.8095,0,5.751132,57.29885
0.5379966,-1.427197,5.274685,52.74685,139.1115,0,5.729675,57.08786
0.5389966,-1.421916,5.280394,52.80394,139.4128,0,5.708694,56.87664
0.5399966,-1.41663,5.286082,52.86082,139.7133,0,5.687713,56.6652
0.5409966,-1.411338,5.291749,52.91748,140.013,0,5.666732,56.45353
0.5419966,-1.406041,5.297394,52.97394,140.3119,0,5.645275,56.24164
0.5429966,-1.400738,5.303018,53.03018,140.61,0,5.624294,56.02951
0.5439966,-1.395429,5.308621,53.08621,140.9073,0,5.602836,55.81717
0.5449966,-1.390115,5.314203,53.14203,141.2038,0,5.581855,55.6046
0.5459965,-1.384795,5.319763,53.19763,141.4994,0,5.560398,55.39181
0.5469965,-1.37947,5.325303,53.25303,141.7943,0,5.539417,55.1788
0.5479965,-1.374139,5.330821,53.3082,142.0882,0,5.517959,54.96557
0.5489965,-1.368803,5.336317,53.36317,142.3814,0,5.496501,54.75212
0.5499965,-1.363461,5.341792,53.41792,142.6737,0,5.475044,54.53844
0.5509965,-1.358114,5.347246,53.47246,142.9652,0,5.454063,54.32455
0.5519965,-1.352761,5.352679,53.52679,143.2559,0,5.432605,54.11045
0.5529965,-1.347403,5.35809,53.5809,143.5456,0,5.411148,53.89612
0.5539964,-1.34204,5.36348,53.6348,143.8346,0,5.38969,53.68158
0.5549964,-1.336671,5.368848,53.68848,144.1226,0,5.368232,53.46683
0.5559964,-1.331297,5.374195,53.74195,144.4098,0,5.346775,53.25186
0.5569964,-1.325917,5.37952,53.7952,144.6962,0,5.325317,53.03668
0.5579964,-1.320532,5.384824,53.84824,144.9816,0,5.303859,52.82129
0.5589964,-1.315142,5.390106,53.90106,145.2662,0,5.281925,52.60569
0.5599964,-1.309747,5.395366,53.95366,145.5499,0,5.260467,52.38987
0.5609964,-1.304346,5.400605,54.00605,145.8327,0,5.239009,52.17384
0.5619963,-1.29894,5.405823,54.05823,146.1146,0,5.217552,51.95761
0.5629963,-1.293529,5.411018,54.11018,146.3956,0,5.195617,51.74117
0.5639963,-1.288113,5.416193,54.16193,146.6757,0,5.17416,51.52452
0.5649963,-1.282692,5.421345,54.21345,146.9549,0,5.152225,51.30767
0.5659963,-1.277265,5.426476,54.26476,147.2332,0,5.130767,51.09061
0.5669963,-1.271834,5.431584,54.31584,147.5105,0,5.108833,50.87334
0.5679963,-1.266397,5.436672,54.36672,147.787,0,5.087375,50.65588
0.5689963,-1.260955,5.441737,54.41737,148.0625,0,5.065441,50.43821
0.5699962,-1.255508,5.446781,54.46781,148.3371,0,5.043983,50.22034
0.5709962,-1.250057,5.451803,54.51803,148.6108,0,5.022048,50.00227
0.5719962,-1.2446,5.456803,54.56803,148.8835,0,5.000114,49.78399
0.5729962,-1.239138,5.461782,54.61781,149.1553,0,4.97818,49.56552
0.5739962,-1.233671,5.466738,54.66738,149.4261,0,4.956722,49.34685
0.5749962,-1.2282,5.471673,54.71673,149.696,0,4.934788,49.12798
0.5759962,-1.222723,5.476586,54.76586,149.965,0,4.912853,48.90892
0.5769961,-1.217242,5.481477,54.81477,150.2329,0,4.890919,48.68966
0.5779961,-1.211755,5.486346,54.86346,150.4999,0,4.868984,48.47021
0.5789961,-1.206264,5.491193,54.91193,150.766,0,4.84705,48.25056
0.5799961,-1.200768,5.496018,54.96018,151.0311,0,4.825115,48.03072
0.5809961,-1.195267,5.500821,55.00821,151.2952,0,4.803181,47.81069
0.5819961,-1.189762,5.505602,55.05602,151.5583,0,4.781246,47.59047
0.5829961,-1.184251,5.510361,55.10361,151.8204,0,4.758835,47.37005
0.5839961,-1.178736,5.515098,55.15098,152.0815,0,4.7369,47.14945
0.584996,-1.173216,5.519813,55.19813,152.3417,0,4.714966,46.92865
0.585996,-1.167692,5.524506,55.24506,152.6008,0,4.693031,46.70767
0.586996,-1.162163,5.529177,55.29177,152.859,0,4.67062,46.48651
0.587996,-1.156629,5.533825,55.33825,153.1161,0,4.648685,46.26515
0.588996,-1.15109,5.538452,55.38452,153.3723,0,4.626751,46.04362
0.589996,-1.145547,5.543056,55.43056,153.6274,0,4.60434,45.82189
0.590996,-1.14,5.547639,55.47639,153.8815,0,4.582405,45.59998
0.591996,-1.134447,5.552199,55.52199,154.1346,0,4.559994,45.3779
0.5929959,-1.128891,5.556736,55.56736,154.3866,0,4.537582,45.15563
0.5939959,-1.12333,5.561252,55.61252,154.6376,0,4.515648,44.93318
0.5949959,-1.117764,5.565745,55.65746,154.8876,0,4.493237,44.71055
0.5959959,-1.112194,5.570216,55.70216,155.1365,0,4.470825,44.48774
0.5969959,-1.106619,5.574665,55.74665,155.3845,0,4.448891,44.26476
0.5979959,-1.10104,5.579092,55.79092,155.6313,0,4.426479,44.04159
0.5989959,-1.095456,5.583496,55.83496,155.8771,0,4.404068,43.81825
0.5999959,-1.089868,5.587877,55.87877,156.1219,0,4.381657,43.59473
0.6009958,-1.084276,5.592237,55.92236,156.3655,0,4.359245,43.37104
0.6019958,-1.07868,5.596574,55.96574,156.6082,0,4.337311,43.14718
0.6029958,-1.073079,5.600889,56.00889,156.8498,0,4.314899,42.92315
0.6039958,-1.067473,5.605181,56.05181,157.0903,0,4.292488,42.69894
0.6049958,-1.061864,5.609451,56.09451,157.3297,0,4.270077,42.47456
0.6059958,-1.05625,5.613699,56.13699,157.5681,0,4.247665,42.25002
0.6069958,-1.050632,5.617924,56.17924,157.8053,0,4.224777,42.0253
0.6079957,-1.04501,5.622126,56.22126,158.0415,0,4.202366,41.80041
0.6089957,-1.039384,5.626306,56.26306,158.2766,0,4.179955,41.57536
0.6099957,-1.033753,5.630464,56.30463,158.5106,0,4.157543,41.35014
0.6109957,-1.028119,5.634599,56.34599,158.7435,0,4.135132,41.12476
0.6119957,-1.02248,5.638711,56.38711,158.9753,0,4.112244,40.8992
0.6129957,-1.016837,5.642801,56.42801,159.206,0,4.089832,40.67349
0.6139957,-1.011191,5.646868,56.46868,159.4356,0,4.067421,40.44762
0.6149957,-1.00554,5.650913,56.50913,159.6641,0,4.044533,40.22159
0.6159956,-0.9998847,5.654935,56.54935,159.8914,0,4.022121,39.99539
0.6169956,-0.9942258,5.658935,56.58935,160.1177,0,3.99971,39.76903
0.6179956,-0.9885629,5.662911,56.62911,160.3428,0,3.976822,39.54251
0.6189956,-0.982896,5.666866,56.66866,160.5668,0,3.95441,39.31584
0.6199956,-0.9772252,5.670797,56.70797,160.7897,0,3.931522,39.08901
0.6209956,-0.9715505,5.674706,56.74706,161.0115,0,3.909111,38.86202
0.6219956,-0.9658719,5.678593,56.78593,161.2321,0,3.886223,38.63488
0.6229956,-0.9601895,5.682456,56.82456,161.4515,0,3.863334,38.40758
0.6239955,-0.9545032,5.686297,56.86297,161.6699,0,3.840923,38.18013
0.6249955,-0.9488131,5.690115,56.90115,161.887,0,3.818035,37.95252
0.6259955,-0.9431192,5.69391,56.9391,162.1031,0,3.795147,37.72477
0.6269955,-0.9374215,5.697682,56.97682,162.3179,0,3.772259,37.49686
0.6279955,-0.9317201,5.701432,57.01432,162.5316,0,3.749847,37.2688
0.6289955,-0.9260149,5.705159,57.05159,162.7442,0,3.726959,37.0406
0.6299955,-0.920306,5.708863,57.08863,162.9556,0,3.704071,36.81224
0.6309955,-0.9145935,5.712544,57.12544,163.1658,0,3.681183,36.58374
0.6319954,-0.9088773,5.716203,57.16203,163.3749,0,3.658294,36.35509
0.6329954,-0.9031574,5.719838,57.19838,163.5827,0,3.635406,36.1263
0.6339954,-0.8974339,5.723451,57.2345,163.7894,0,3.612518,35.89736
0.6349954,-0.8917069,5.72704,57.2704,163.995,0,3.58963,35.66827
0.6359954,-0.8859763,5.730607,57.30607,164.1993,0,3.566742,35.43905
0.6369954,-0.8802421,5.734151,57.34151,164.4024,0,3.543854,35.20969
0.6379954,-0.8745044,5.737672,57.37672,164.6044,0,3.520965,34.98018
0.6389953,-0.8687633,5.74117,57.4117,164.8052,0,3.498077,34.75053
0.6399953,-0.8630186,5.744645,57.44645,165.0047,0,3.475189,34.52074
0.6409953,-0.8572705,5.748097,57.48097,165.2031,0,3.452301,34.29082
0.6419953,-0.851519,5.751526,57.51526,165.4003,0,3.428936,34.06076
0.6429953,-0.845764,5.754932,57.54932,165.5962,0,3.406048,33.83056
0.6439953,-0.8400057,5.758316,57.58316,165.791,0,3.383159,33.60023
0.6449953,-0.834244,5.761675,57.61675,165.9845,0,3.359794,33.36976
0.6459953,-0.828479,5.765012,57.65012,166.1768,0,3.336906,33.13916
0.6469952,-0.8227107,5.768326,57.68326,166.3679,0,3.314018,32.90843
0.6479952,-0.8169391,5.771617,57.71617,166.5578,0,3.290653,32.67756
0.6489952,-0.8111642,5.774885,57.74885,166.7465,0,3.267765,32.44657
0.6499952,-0.8053861,5.77813,57.7813,166.9339,0,3.244877,32.21544
0.6509952,-0.7996047,5.781351,57.81351,167.1201,0,3.221512,31.98419
0.6519952,-0.7938201,5.78455,57.8455,167.3051,0,3.198623,31.75281
0.6529952,-0.7880324,5.787725,57.87725,167.4888,0,3.175258,31.5213
0.6539952,-0.7822415,5.790877,57.90877,167.6713,0,3.151893,31.28966
0.6549951,-0.7764475,5.794006,57.94006,167.8525,0,3.129005,31.0579
0.6559951,-0.7706504,5.797112,57.97112,168.0325,0,3.10564,30.82602
0.6569951,-0.7648503,5.800194,58.00194,168.2113,0,3.082752,30.59401
0.6579951,-0.759047,5.803254,58.03254,168.3888,0,3.059387,30.36188
0.6589951,-0.7532408,5.80629,58.0629,168.565,0,3.036022,30.12963
0.6599951,-0.7474315,5.809303,58.09303,168.74,0,3.013134,29.89726
0.6609951,-0.7416192,5.812293,58.12292,168.9137,0,2.989769,29.66477
0.6619951,-0.7358039,5.815259,58.15259,169.0862,0,2.966404,29.43216
0.662995,-0.7299857,5.818202,58.18202,169.2574,0,2.943039,29.19943
0.663995,-0.7241646,5.821122,58.21122,169.4273,0,2.920151,28.96658
0.664995,-0.7183406,5.824019,58.24019,169.596,0,2.896785,28.73362
0.665995,-0.7125137,5.826892,58.26892,169.7634,0,2.87342,28.50055
0.666995,-0.7066839,5.829742,58.29742,169.9295,0,2.850055,28.26736
0.667995,-0.7008514,5.832569,58.32569,170.0943,0,2.82669,28.03406
0.668995,-0.695016,5.835372,58.35373,170.2579,0,2.803325,27.80064
0.669995,-0.6891779,5.838152,58.38152,170.4201,0,2.77996,27.56712
0.6709949,-0.683337,5.840909,58.40909,170.5811,0,2.756595,27.33348
0.6719949,-0.6774933,5.843642,58.43642,170.7408,0,2.73323,27.09973
0.6729949,-0.671647,5.846352,58.46352,170.8992,0,2.709865,26.86588
0.6739949,-0.6657979,5.849039,58.49039,171.0563,0,2.6865,26.63192
0.6749949,-0.6599462,5.851702,58.51702,171.2121,0,2.663135,26.39785
0.6759949,-0.6540918,5.854342,58.54342,171.3666,0,2.63977,26.16367
0.6769949,-0.6482349,5.856958,58.56958,171.5198,0,2.616405,25.9294
0.6779948,-0.6423753,5.859551,58.59551,171.6717,0,2.59304,25.69501
0.6789948,-0.6365132,5.862121,58.62121,171.8223,0,2.569675,25.46053
